Order Id;Shipping Mode;Delivery Status;Late_delivery_risk;Days for shipping (real);Days for shipment (scheduled);shipping date (DateOrders)
75802;Same Day;Shipping canceled;0;1;0;1/12/2018 0:28
75801;Same Day;Late delivery;1;1;0;1/12/2018 0:06
75800;Standard Class;Late delivery;1;6;4;1/17/2018 11:45
75799;Standard Class;Late delivery;1;5;4;1/16/2018 11:24
75798;Standard Class;Shipping on time;0;4;4;1/15/2018 11:03
75797;Standard Class;Advance shipping;0;3;4;1/14/2018 10:42
3130;Second Class;Late delivery;1;6;2;2/21/2015 16:13
49521;Second Class;Shipping on time;0;2;2;12/25/2016 21:03
30305;Second Class;Late delivery;1;6;2;3/24/2016 8:50
27772;Second Class;Late delivery;1;3;2;2/13/2016 9:25
31296;Second Class;Shipping on time;0;2;2;4/3/2016 20:01
22076;Second Class;Shipping on time;0;2;2;11/21/2015 5:51
25665;Second Class;Late delivery;1;6;2;1/16/2016 15:14
22819;Second Class;Late delivery;1;5;2;12/5/2015 2:09
27099;Second Class;Late delivery;1;5;2;2/5/2016 13:38
28292;Second Class;Late delivery;1;3;2;2/20/2016 23:35
39159;Second Class;Late delivery;1;5;2;7/30/2016 14:47
34631;Second Class;Shipping on time;0;2;2;5/22/2016 12:25
37669;Second Class;Late delivery;1;5;2;7/8/2016 20:46
40085;Second Class;Late delivery;1;6;2;8/14/2016 3:12
47262;Second Class;Late delivery;1;3;2;11/23/2016 21:38
44771;Second Class;Shipping on time;0;2;2;10/17/2016 12:55
13890;Second Class;Late delivery;1;6;2;7/28/2015 17:56
17071;Second Class;Shipping on time;0;2;2;9/9/2015 4:22
11321;Second Class;Shipping on time;0;2;2;6/17/2015 5:54
11936;Second Class;Shipping on time;0;2;2;6/26/2015 5:21
68337;Second Class;Late delivery;1;3;2;9/27/2017 13:08
45746;Second Class;Shipping on time;0;2;2;10/31/2016 18:30
13736;Second Class;Shipping on time;0;2;2;7/22/2015 11:58
49622;Second Class;Late delivery;1;3;2;12/28/2016 8:26
19444;Second Class;Late delivery;1;5;2;10/16/2015 19:44
51911;Second Class;Shipping on time;0;2;2;1/29/2017 18:23
58239;Second Class;Late delivery;1;5;2;5/5/2017 3:21
56678;Second Class;Late delivery;1;4;2;4/11/2017 8:28
53202;Second Class;Late delivery;1;3;2;2/18/2017 14:40
58738;Second Class;Late delivery;1;4;2;5/11/2017 10:11
56260;Second Class;Late delivery;1;6;2;4/7/2017 6:02
5042;Second Class;Late delivery;1;3;2;3/18/2015 14:05
55511;Second Class;Shipping on time;0;2;2;3/23/2017 7:37
54128;Second Class;Late delivery;1;4;2;3/5/2017 3:05
21244;Second Class;Late delivery;1;5;2;11/12/2015 2:22
31239;Second Class;Late delivery;1;5;2;4/6/2016 0:03
45772;Second Class;Late delivery;1;3;2;11/2/2016 3:37
24661;Second Class;Shipping on time;0;2;2;12/28/2015 23:29
22924;Second Class;Late delivery;1;5;2;12/6/2015 14:56
21902;Second Class;Late delivery;1;3;2;11/19/2015 16:53
21534;Second Class;Late delivery;1;5;2;11/16/2015 7:58
24160;Second Class;Late delivery;1;6;2;12/25/2015 15:58
32102;Second Class;Late delivery;1;3;2;4/16/2016 14:24
37763;Second Class;Late delivery;1;4;2;7/9/2016 5:42
37867;Second Class;Late delivery;1;3;2;7/9/2016 18:08
31905;Second Class;Late delivery;1;6;2;4/16/2016 17:23
36269;Second Class;Late delivery;1;5;2;6/18/2016 10:17
48374;Second Class;Late delivery;1;5;2;12/12/2016 3:12
17719;Second Class;Late delivery;1;5;2;9/21/2015 15:24
15766;Second Class;Shipping on time;0;2;2;8/21/2015 3:10
12179;Second Class;Late delivery;1;5;2;7/2/2015 18:29
66275;Second Class;Late delivery;1;6;2;8/31/2017 10:44
13140;Second Class;Late delivery;1;6;2;7/17/2015 19:10
16444;Second Class;Late delivery;1;5;2;9/3/2015 0:42
14454;Second Class;Late delivery;1;5;2;8/4/2015 23:31
67979;Second Class;Late delivery;1;5;2;9/24/2017 7:43
65264;Second Class;Late delivery;1;5;2;8/15/2017 16:32
51226;Second Class;Shipping on time;0;2;2;1/19/2017 18:23
52576;Second Class;Shipping on time;0;2;2;2/8/2017 11:21
67753;Second Class;Late delivery;1;4;2;9/20/2017 0:32
15421;Second Class;Shipping on time;0;2;2;8/16/2015 2:18
13225;Second Class;Late delivery;1;6;2;7/19/2015 0:57
71362;Second Class;Late delivery;1;3;2;11/10/2017 16:56
13232;Second Class;Late delivery;1;3;2;7/16/2015 3:24
65487;Second Class;Late delivery;1;3;2;8/16/2017 22:39
65105;Second Class;Late delivery;1;6;2;8/14/2017 8:49
14837;Second Class;Late delivery;1;3;2;8/8/2015 13:42
46224;Second Class;Late delivery;1;5;2;11/10/2016 17:58
71217;Second Class;Late delivery;1;3;2;11/8/2017 14:08
63972;Second Class;Late delivery;1;3;2;7/25/2017 19:53
19200;Second Class;Late delivery;1;6;2;10/14/2015 6:15
18009;Second Class;Late delivery;1;5;2;9/25/2015 21:00
10831;Second Class;Shipping on time;0;2;2;6/10/2015 2:13
68107;Second Class;Late delivery;1;3;2;9/24/2017 4:33
71271;Second Class;Shipping on time;0;2;2;11/8/2017 9:03
16953;Second Class;Late delivery;1;4;2;9/9/2015 11:02
49664;Second Class;Late delivery;1;5;2;12/30/2016 23:09
16446;Second Class;Shipping on time;0;2;2;8/31/2015 1:24
14960;Second Class;Late delivery;1;6;2;8/13/2015 8:48
18005;Second Class;Late delivery;1;6;2;9/26/2015 19:36
12804;Second Class;Late delivery;1;5;2;7/11/2015 21:27
14651;Second Class;Shipping on time;0;2;2;8/4/2015 20:32
10990;Second Class;Late delivery;1;6;2;6/16/2015 9:56
65609;Second Class;Late delivery;1;5;2;8/20/2017 17:24
17878;Second Class;Late delivery;1;4;2;9/22/2015 23:06
16998;Second Class;Late delivery;1;4;2;9/10/2015 2:48
13970;Second Class;Late delivery;1;6;2;7/29/2015 21:57
13614;Second Class;Late delivery;1;5;2;7/23/2015 17:14
44388;Second Class;Late delivery;1;4;2;10/13/2016 22:44
13050;Second Class;Late delivery;1;6;2;7/16/2015 11:38
12613;Second Class;Late delivery;1;4;2;7/8/2015 2:32
66587;Second Class;Late delivery;1;3;2;9/2/2017 0:02
62795;Second Class;Late delivery;1;6;2;7/11/2017 15:32
18950;Second Class;Late delivery;1;6;2;10/10/2015 14:40
19610;Second Class;Late delivery;1;6;2;10/20/2015 5:54
65011;Second Class;Shipping on time;0;2;2;8/8/2017 23:53
19380;Second Class;Late delivery;1;6;2;10/16/2015 21:19
65005;Second Class;Late delivery;1;6;2;8/12/2017 21:47
20085;Second Class;Late delivery;1;6;2;10/27/2015 4:19
18245;Second Class;Late delivery;1;6;2;9/30/2015 7:41
19817;Second Class;Late delivery;1;3;2;10/20/2015 6:25
10444;Second Class;Late delivery;1;5;2;6/7/2015 10:38
64637;Second Class;Late delivery;1;3;2;8/4/2017 12:52
15269;Second Class;Late delivery;1;5;2;8/16/2015 21:03
14064;Second Class;Late delivery;1;5;2;7/30/2015 6:53
14551;Second Class;Shipping on time;0;2;2;8/3/2015 9:30
12698;Second Class;Late delivery;1;4;2;7/9/2015 8:19
47758;Second Class;Late delivery;1;4;2;12/2/2016 3:24
68220;Second Class;Late delivery;1;6;2;9/28/2017 20:09
14730;Second Class;Late delivery;1;6;2;8/10/2015 0:13
66411;Second Class;Shipping on time;0;2;2;8/29/2017 10:22
12535;Second Class;Late delivery;1;6;2;7/8/2015 23:13
67712;Second Class;Late delivery;1;3;2;9/18/2017 10:10
18593;Second Class;Late delivery;1;4;2;10/3/2015 9:36
17909;Second Class;Late delivery;1;5;2;9/24/2015 9:58
16302;Second Class;Late delivery;1;3;2;8/29/2015 22:57
13343;Second Class;Late delivery;1;4;2;7/18/2015 18:17
62117;Second Class;Late delivery;1;3;2;6/28/2017 18:00
62637;Second Class;Late delivery;1;3;2;7/6/2017 8:10
67845;Second Class;Late delivery;1;6;2;9/23/2017 8:46
11209;Second Class;Late delivery;1;5;2;6/18/2015 14:39
41494;Second Class;Late delivery;1;5;2;9/2/2016 16:50
70044;Second Class;Late delivery;1;5;2;10/24/2017 11:10
16617;Second Class;Late delivery;1;3;2;9/3/2015 13:19
14574;Second Class;Late delivery;1;5;2;8/6/2015 17:34
15599;Second Class;Late delivery;1;5;2;8/21/2015 16:40
20072;Second Class;Late delivery;1;3;2;10/23/2015 23:45
12323;Second Class;Late delivery;1;4;2;7/3/2015 20:56
71295;Second Class;Late delivery;1;6;2;11/12/2017 17:27
66351;Second Class;Shipping on time;0;2;2;8/28/2017 13:21
44148;Second Class;Late delivery;1;4;2;10/10/2016 10:39
53540;Standard Class;Late delivery;1;6;4;2/26/2017 13:05
57570;Standard Class;Late delivery;1;6;4;4/26/2017 8:59
5154;Standard Class;Late delivery;1;5;4;3/22/2015 5:19
9122;Standard Class;Advance shipping;0;3;4;5/17/2015 3:29
4427;Standard Class;Advance shipping;0;3;4;3/9/2015 14:37
9340;Standard Class;Late delivery;1;6;4;5/23/2015 7:52
9331;Standard Class;Advance shipping;0;2;4;5/19/2015 4:42
58315;Standard Class;Late delivery;1;6;4;5/7/2017 5:59
54572;Standard Class;Advance shipping;0;3;4;3/10/2017 14:39
51746;Standard Class;Advance shipping;0;2;4;1/27/2017 8:34
4269;Standard Class;Late delivery;1;5;4;3/9/2015 7:16
61346;Standard Class;Advance shipping;0;2;4;6/16/2017 11:53
1999;Standard Class;Late delivery;1;5;4;2/4/2015 3:59
53576;Standard Class;Advance shipping;0;2;4;2/23/2017 1:42
57152;Standard Class;Advance shipping;0;3;4;4/17/2017 6:32
51674;Standard Class;Late delivery;1;5;4;1/29/2017 7:21
55336;Standard Class;Advance shipping;0;2;4;3/20/2017 18:18
53810;Standard Class;Late delivery;1;6;4;3/2/2017 11:41
59301;Standard Class;Advance shipping;0;2;4;5/17/2017 15:25
8410;Standard Class;Late delivery;1;6;4;5/9/2015 18:02
8123;Standard Class;Shipping on time;0;4;4;5/3/2015 13:29
60567;Standard Class;Advance shipping;0;3;4;6/6/2017 2:58
3527;Standard Class;Advance shipping;0;3;4;2/24/2015 11:18
2428;Standard Class;Shipping on time;0;4;4;2/9/2015 10:17
55174;Standard Class;Late delivery;1;5;4;3/21/2017 9:33
57032;Standard Class;Advance shipping;0;3;4;4/15/2017 12:29
10113;Standard Class;Shipping on time;0;4;4;6/1/2015 14:41
52250;Standard Class;Late delivery;1;6;4;2/7/2017 17:09
8906;Standard Class;Advance shipping;0;2;4;5/12/2015 23:49
1386;Standard Class;Advance shipping;0;2;4;1/23/2015 5:13
59226;Standard Class;Advance shipping;0;2;4;5/16/2017 13:09
8847;Standard Class;Advance shipping;0;3;4;5/13/2015 3:08
57929;Standard Class;Late delivery;1;5;4;4/30/2017 14:45
53505;Standard Class;Late delivery;1;6;4;2/26/2017 0:50
55636;Standard Class;Advance shipping;0;2;4;3/25/2017 3:25
57128;Standard Class;Shipping on time;0;4;4;4/17/2017 22:07
8728;Standard Class;Shipping on time;0;4;4;5/12/2015 9:27
1105;Standard Class;Late delivery;1;6;4;1/23/2015 2:46
1797;Standard Class;Advance shipping;0;3;4;1/30/2015 5:13
1634;Standard Class;Late delivery;1;5;4;1/29/2015 20:06
6176;Standard Class;Shipping canceled;0;2;4;4/3/2015 3:22
60460;Standard Class;Shipping canceled;0;6;4;6/7/2017 13:28
580;Standard Class;Shipping canceled;0;6;4;1/15/2015 10:50
56244;Standard Class;Shipping canceled;0;5;4;4/6/2017 0:25
6522;Standard Class;Shipping canceled;0;3;4;4/9/2015 4:35
58298;Standard Class;Shipping canceled;0;4;4;5/5/2017 0:02
3625;Standard Class;Shipping canceled;0;6;4;2/28/2015 21:38
52321;Standard Class;Shipping canceled;0;2;4;2/4/2017 18:01
58896;Standard Class;Shipping canceled;0;2;4;5/11/2017 17:32
5919;Standard Class;Shipping canceled;0;5;4;4/2/2015 9:20
52772;Standard Class;Shipping canceled;0;3;4;2/12/2017 8:01
9063;Standard Class;Shipping canceled;0;4;4;5/17/2015 6:49
61419;Standard Class;Shipping canceled;0;5;4;6/20/2017 13:27
27742;Standard Class;Shipping canceled;0;3;4;2/12/2016 22:54
24453;Standard Class;Shipping canceled;0;4;4;12/27/2015 22:37
31145;Standard Class;Shipping canceled;0;6;4;4/5/2016 15:07
30802;Standard Class;Advance shipping;0;3;4;3/28/2016 14:57
25875;Standard Class;Late delivery;1;6;4;1/19/2016 16:48
30589;Standard Class;Late delivery;1;5;4;3/27/2016 12:20
20931;Standard Class;Advance shipping;0;2;4;11/4/2015 12:42
45646;Standard Class;Advance shipping;0;2;4;10/30/2016 7:28
29731;Standard Class;Advance shipping;0;2;4;3/11/2016 23:44
42777;Standard Class;Advance shipping;0;3;4;9/19/2016 10:20
23886;Standard Class;Advance shipping;0;2;4;12/17/2015 15:58
43561;Standard Class;Advance shipping;0;2;4;9/29/2016 21:00
47846;Standard Class;Advance shipping;0;2;4;12/1/2016 10:14
21192;Standard Class;Advance shipping;0;3;4;11/9/2015 8:09
23156;Standard Class;Advance shipping;0;2;4;12/7/2015 0:13
22811;Standard Class;Advance shipping;0;2;4;12/1/2015 23:21
25418;Standard Class;Shipping on time;0;4;4;1/11/2016 0:42
47092;Standard Class;Advance shipping;0;3;4;11/21/2016 10:04
42658;Standard Class;Shipping on time;0;4;4;9/18/2016 16:38
23494;Standard Class;Late delivery;1;5;4;12/14/2015 22:38
27316;Standard Class;Advance shipping;0;2;4;2/5/2016 17:39
27555;Standard Class;Late delivery;1;6;4;2/13/2016 5:23
28657;Standard Class;Advance shipping;0;3;4;2/26/2016 7:28
47011;Standard Class;Advance shipping;0;2;4;11/19/2016 5:41
21973;Standard Class;Shipping on time;0;4;4;11/21/2015 17:46
50226;Standard Class;Advance shipping;0;2;4;1/5/2017 4:03
44617;Standard Class;Advance shipping;0;3;4;10/16/2016 6:58
21196;Standard Class;Advance shipping;0;2;4;11/8/2015 9:33
21193;Standard Class;Shipping on time;0;4;4;11/10/2015 8:30
26073;Standard Class;Shipping on time;0;4;4;1/20/2016 14:10
44425;Standard Class;Late delivery;1;6;4;10/16/2016 11:42
49570;Standard Class;Late delivery;1;6;4;12/30/2016 14:13
42099;Standard Class;Late delivery;1;5;4;9/11/2016 12:48
47731;Standard Class;Advance shipping;0;2;4;11/29/2016 17:56
46062;Standard Class;Advance shipping;0;3;4;11/6/2016 9:13
44938;Standard Class;Shipping on time;0;4;4;10/21/2016 23:25
50688;Standard Class;Shipping on time;0;4;4;1/13/2017 21:54
49445;Standard Class;Late delivery;1;6;4;12/28/2016 18:26
47938;Standard Class;Shipping on time;0;4;4;12/4/2016 18:27
45249;Standard Class;Late delivery;1;5;4;10/27/2016 12:23
41874;Standard Class;Late delivery;1;5;4;9/8/2016 5:58
41572;Standard Class;Advance shipping;0;3;4;9/1/2016 20:10
41785;Standard Class;Late delivery;1;6;4;9/7/2016 22:47
42971;Standard Class;Advance shipping;0;2;4;9/21/2016 6:18
44677;Standard Class;Advance shipping;0;3;4;10/17/2016 3:59
43266;Standard Class;Advance shipping;0;2;4;9/25/2016 13:39
47917;Standard Class;Advance shipping;0;3;4;12/3/2016 11:06
48901;Standard Class;Advance shipping;0;2;4;12/16/2016 19:50
44265;Standard Class;Shipping canceled;0;6;4;10/14/2016 3:39
41590;Standard Class;Shipping canceled;0;6;4;9/5/2016 2:28
45987;Standard Class;Shipping canceled;0;3;4;11/5/2016 6:56
44452;Standard Class;Shipping canceled;0;3;4;10/13/2016 21:09
49218;Standard Class;Shipping canceled;0;4;4;12/23/2016 10:54
47840;Standard Class;Shipping canceled;0;6;4;12/5/2016 8:07
47493;Standard Class;Shipping canceled;0;4;4;11/28/2016 6:33
64274;Standard Class;Shipping canceled;0;5;4;8/1/2017 5:41
13298;Standard Class;Shipping canceled;0;4;4;7/18/2015 2:31
62786;Standard Class;Shipping canceled;0;2;4;7/7/2017 12:22
13939;Standard Class;Shipping canceled;0;5;4;7/28/2015 11:06
46864;Standard Class;Shipping canceled;0;5;4;11/20/2016 2:11
16590;Standard Class;Shipping canceled;0;6;4;9/6/2015 3:51
62840;Standard Class;Shipping canceled;0;6;4;7/12/2017 7:18
66959;Standard Class;Shipping canceled;0;5;4;9/9/2017 10:22
63220;Standard Class;Shipping canceled;0;6;4;7/17/2017 20:25
19642;Standard Class;Shipping canceled;0;3;4;10/17/2015 17:07
65439;Standard Class;Shipping canceled;0;5;4;8/18/2017 5:50
17363;Standard Class;Shipping canceled;0;4;4;9/15/2015 10:40
18237;Standard Class;Shipping canceled;0;3;4;9/27/2015 4:52
66958;Standard Class;Shipping canceled;0;4;4;9/8/2017 10:01
66764;Standard Class;Shipping canceled;0;5;4;9/6/2017 14:03
48193;Standard Class;Shipping canceled;0;4;4;12/8/2016 11:48
15231;Standard Class;Advance shipping;0;2;4;8/13/2015 7:44
10451;Standard Class;Advance shipping;0;2;4;6/4/2015 13:06
10459;Standard Class;Late delivery;1;5;4;6/7/2015 15:54
64222;Standard Class;Advance shipping;0;3;4;7/29/2017 11:28
63907;Standard Class;Advance shipping;0;3;4;7/24/2017 21:07
19178;Standard Class;Shipping on time;0;4;4;10/11/2015 22:33
67046;Standard Class;Advance shipping;0;2;4;9/7/2017 16:50
65312;Standard Class;Advance shipping;0;3;4;8/14/2017 9:21
16436;Standard Class;Advance shipping;0;2;4;8/30/2015 21:54
11822;Standard Class;Advance shipping;0;3;4;6/25/2015 13:25
19528;Standard Class;Shipping on time;0;4;4;10/17/2015 1:10
49763;Standard Class;Shipping on time;0;4;4;12/31/2016 9:50
16013;Standard Class;Shipping on time;0;4;4;8/26/2015 17:43
17347;Standard Class;Advance shipping;0;3;4;9/14/2015 5:04
19496;Standard Class;Advance shipping;0;2;4;10/14/2015 13:58
62789;Standard Class;Late delivery;1;5;4;7/10/2017 13:25
11674;Standard Class;Late delivery;1;5;4;6/25/2015 9:34
67866;Standard Class;Advance shipping;0;2;4;9/19/2017 16:07
13599;Standard Class;Late delivery;1;5;4;7/23/2015 11:59
10384;Standard Class;Late delivery;1;5;4;6/6/2015 13:37
63115;Standard Class;Late delivery;1;6;4;7/16/2017 7:38
63516;Standard Class;Advance shipping;0;2;4;7/18/2017 4:08
62086;Standard Class;Advance shipping;0;2;4;6/27/2017 7:08
62817;Standard Class;Advance shipping;0;3;4;7/8/2017 23:14
10856;Standard Class;Advance shipping;0;2;4;6/10/2015 10:59
14685;Standard Class;Late delivery;1;6;4;8/9/2015 8:27
66229;Standard Class;Late delivery;1;5;4;8/29/2017 18:37
14924;Standard Class;Late delivery;1;5;4;8/11/2015 20:11
49839;Standard Class;Late delivery;1;5;4;1/2/2017 12:28
12393;Standard Class;Shipping on time;0;4;4;7/4/2015 21:28
65898;Standard Class;Shipping on time;0;4;4;8/23/2017 22:39
64599;Standard Class;Late delivery;1;5;4;8/5/2017 23:33
65370;Standard Class;Late delivery;1;6;4;8/18/2017 5:40
19732;Standard Class;Advance shipping;0;3;4;10/19/2015 0:38
67549;Standard Class;Late delivery;1;5;4;9/18/2017 1:04
67275;Standard Class;Late delivery;1;6;4;9/15/2017 1:04
46863;Standard Class;Shipping on time;0;4;4;11/19/2016 1:50
62306;Standard Class;Advance shipping;0;2;4;6/30/2017 12:13
18213;Standard Class;Shipping on time;0;4;4;9/27/2015 20:28
16863;Standard Class;Shipping on time;0;4;4;9/8/2015 3:30
24764;Standard Class;Late delivery;1;5;4;1/2/2016 11:34
26670;Standard Class;Late delivery;1;6;4;1/31/2016 7:20
21971;Standard Class;Advance shipping;0;2;4;11/19/2015 17:04
76849;Standard Class;Late delivery;1;5;4;1/31/2018 19:16
27357;Standard Class;Advance shipping;0;3;4;2/7/2016 8:01
29283;Standard Class;Shipping on time;0;4;4;3/7/2016 10:47
30724;Standard Class;Late delivery;1;5;4;3/29/2016 11:38
74454;Standard Class;Late delivery;1;5;4;12/27/2017 20:12
24558;Standard Class;Shipping on time;0;4;4;12/29/2015 11:24
23211;Standard Class;Advance shipping;0;2;4;12/7/2015 19:29
21868;Standard Class;Shipping on time;0;4;4;11/20/2015 4:59
42271;Standard Class;Advance shipping;0;2;4;9/11/2016 1:03
50628;Standard Class;Shipping on time;0;4;4;1/13/2017 0:53
21907;Standard Class;Advance shipping;0;3;4;11/19/2015 18:38
72442;Standard Class;Advance shipping;0;3;4;11/26/2017 11:18
21966;Standard Class;Advance shipping;0;2;4;11/19/2015 15:19
31169;Standard Class;Late delivery;1;5;4;4/4/2016 23:32
21906;Standard Class;Advance shipping;0;2;4;11/18/2015 18:17
72460;Standard Class;Late delivery;1;6;4;11/29/2017 17:36
26861;Standard Class;Advance shipping;0;2;4;1/30/2016 2:15
76992;Standard Class;Advance shipping;0;3;4;1/31/2018 21:22
22792;Standard Class;Advance shipping;0;3;4;12/2/2015 16:42
24438;Standard Class;Shipping on time;0;4;4;12/27/2015 17:22
27957;Standard Class;Advance shipping;0;3;4;2/16/2016 2:13
47899;Standard Class;Late delivery;1;5;4;12/5/2016 4:48
22900;Standard Class;Late delivery;1;6;4;12/7/2015 6:32
30997;Standard Class;Advance shipping;0;3;4;3/31/2016 11:16
26183;Standard Class;Shipping on time;0;4;4;1/22/2016 4:43
24314;Standard Class;Late delivery;1;5;4;12/26/2015 21:55
21267;Standard Class;Advance shipping;0;3;4;11/10/2015 10:25
30712;Standard Class;Advance shipping;0;3;4;3/27/2016 7:25
27207;Standard Class;Advance shipping;0;3;4;2/5/2016 3:28
76847;Standard Class;Advance shipping;0;3;4;1/29/2018 18:34
21407;Standard Class;Advance shipping;0;3;4;11/12/2015 11:28
25050;Standard Class;Late delivery;1;6;4;1/7/2016 15:46
23807;Standard Class;Advance shipping;0;3;4;12/17/2015 12:18
21349;Standard Class;Late delivery;1;5;4;11/13/2015 15:09
22224;Standard Class;Late delivery;1;5;4;11/26/2015 9:42
49806;Standard Class;Advance shipping;0;2;4;12/30/2016 0:54
